674	B	22433	5445
675	B	22467	5388
676	P	22500	8189
677	B	22533	7041
678	B	22567	6941
679	P	22600	8316
680	B	22633	6539
681	B	22667	5643
682	P	22700	9560
683	B	22733	5965
684	B	22767	6916
685	I	22800	45008
686	B	22833	6349
687	B	22867	7287
688	P	22900	10111
689	B	22933	6751
690	B	22967	6811
691	P	23000	9759
692	B	23033	6694
693	B	23067	6446
694	P	23100	10150
695	B	23133	5699
696	B	23167	6183
697	I	23200	46734
698	B	23233	5837
699	B	23267	5563
700	P	23300	8875
701	B	23333	5580
702	B	23367	6712
703	P	23400	8783
704	B	23433	5525
705	B	23467	6608
706	P	23500	7162
707	B	23533	5705
708	B	23567	6410
709	I	23600	45777
710	B	23633	6362
711	B	23667	5824
712	P	23700	8411
713	B	23733	6591
714	B	23767	5950
715	P	23800	8801
716	B	23833	5897
717	B	23867	6304
718	P	23900	10140
719	B	23933	5805
720	B	23967	5571
721	I	24000	46862
722	B	24033	5673
723	B	24067	6258
724	P	24100	9867
725	B	24133	6623
726	B	24167	6878
727	P	24200	8955
728	B	24233	5535
729	B	24267	4892
730	P	24300	8827
731	B	24333	6473
732	B	24367	6508
733	I	24400	48547
734	B	24433	5296
735	B	24467	5767
736	P	24500	8503
737	B	24533	6392
738	B	24567	5986
739	P	24600	10260
740	B	24633	5523
741	B	24667	5773
742	P	24700	8427
743	B	24733	5571
744	B	24767	5405
745	I	24800	47090
746	B	24833	5443
747	B	24867	5418
748	P	24900	9604
749	B	24933	6480
750	B	24967	6726
751	P	25000	8293
752	B	25033	4334
753	B	25067	5209
754	P	25100	7620
755	B	25133	6100
756	B	25167	5663
757	I	25200	48535
758	B	25233	5463
759	B	25267	4960
760	P	25300	9891
761	B	25333	4955
762	B	25367	5886
763	P	25400	7912
764	B	25433	5281
765	B	25467	5608
766	P	25500	8400
767	B	25533	5674
768	B	25567	5999
769	I	25600	47112
770	B	25633	4924
771	B	25667	4895
772	P	25700	9888
773	B	25733	6755
774	B	25767	6653
775	P	25800	10425
776	B	25833	5564
777	B	25867	5608
778	P	25900	9961
779	B	25933	6433
780	B	25967	6562
781	I	26000	48274
782	B	26033	5146
783	B	26067	5211
784	P	26100	10271
785	B	26133	6241
786	B	26167	6101
787	P	26200	10918
788	B	26233	4976
789	B	26267	5155
790	P	26300	8422
791	B	26333	6231
792	B	26367	6264
793	I	26400	49275
794	B	26433	4493
795	B	26467	4634
796	P	26500	9413
797	B	26533	5970
798	B	26567	6053
799	P	26600	8315
800	B	26633	4821
801	B	26667	4622
802	P	26700	10165
803	B	26733	5579
804	B	26767	5168
805	I	26800	50605
806	B	26833	4800
807	B	26867	5062
808	P	26900	9428
809	B	26933	4671
810	B	26967	5396
811	P	27000	9518
812	B	27033	5603
813	B	27067	5848
814	P	27100	9497
815	B	27133	6780
816	B	27167	6737
817	I	27200	47846
818	B	27233	4716
819	B	27267	4850
820	P	27300	10431
821	B	27333	5960
822	B	27367	6765
823	P	27400	10719
824	B	27433	5775
825	B	27467	5854
826	P	27500	8333
827	B	27533	6661
828	B	27567	6507
829	I	27600	47619
830	B	27633	6174
831	B	27667	6725
832	P	27700	10423
833	B	27733	6848
834	B	27767	6612
835	P	27800	9837
836	B	27833	5592
837	B	27867	5502
838	P	27900	10322
839	B	27933	6312
840	B	27967	6127
841	I	28000	48067
842	B	28033	6291
843	B	28067	6822
844	P	28100	11116
845	B	28133	7355
846	B	28167	8082
847	P	28200	12808
848	B	28233	7032
849	B	28267	7702
850	P	28300	12265
851	B	28333	7453
852	B	28367	7435
853	I	28400	45609
854	B	28433	6336
855	B	28467	7067
856	P	28500	9510
857	B	28533	7370
858	B	28567	7765
859	P	28600	13064
860	B	28633	7415
861	B	28667	7715
862	P	28700	14537
863	B	28733	6456
864	B	28767	7603
865	I	28800	45709
866	B	28833	6741
867	B	28867	7380
868	P	28900	10886
869	B	28933	7803
870	B	28967	7836
871	P	29000	12043
872	B	29033	6233
873	B	29067	6854
874	P	29100	10654
875	B	29133	7223
876	B	29167	7087
877	I	29200	46486
878	B	29233	6024
879	B	29267	6276
880	P	29300	10588
881	B	29333	7516
882	B	29367	8054
883	P	29400	10059
884	B	29433	5567
885	B	29467	5480
886	P	29500	9958
887	B	29533	7138
888	B	29567	7095
889	I	29600	45872
890	B	29633	5936
891	B	29667	6231
892	P	29700	10031
893	B	29733	6730
894	B	29767	6847
895	P	29800	10518
896	B	29833	5836
897	B	29867	5612
898	P	29900	9136
899	B	29933	6293
900	B	29967	6272
901	I	30000	46160
902	B	30033	5773
903	B	30067	6259
904	P	30100	11916
905	B	30133	7024
906	B	30167	6634
907	P	30200	10191
908	B	30233	5901
909	B	30267	6160
910	P	30300	8831
911	B	30333	7272
912	B	30367	8751
913	I	30400	40468
914	B	30433	9925
915	B	30467	7933
916	P	30500	15305
917	B	30533	7332
918	B	30567	7569
919	P	30600	14628
920	B	30633	7790
921	B	30667	8267
922	P	30700	13335
923	B	30733	7379
924	B	30767	7264
925	I	30800	44854
926	B	30833	6071
927	B	30867	6504
928	P	30900	10498
929	B	30933	6554
930	B	30967	6523
931	P	31000	12358
932	B	31033	6594
933	B	31067	7190
934	P	31100	11645
935	B	31133	6851
936	B	31167	6800
937	I	31200	46981
938	B	31233	5784
939	B	31267	5664
940	P	31300	10036
941	B	31333	6265
942	B	31367	6218
943	P	31400	10131
944	B	31433	4987
945	B	31467	5069
946	P	31500	9818
947	B	31533	6629
948	B	31567	6060
949	I	31600	47537
950	B	31633	5978
951	B	31667	5454
952	P	31700	11315
953	B	31733	6659
954	B	31767	6469
955	P	31800	9534
956	B	31833	5107
957	B	31867	4828
958	P	31900	9919
959	B	31933	6786
960	B	31967	6316
961	I	32000	47675
962	B	32033	5935
963	B	32067	6902
964	P	32100	10197
965	B	32133	6411
966	B	32167	6199
967	P	32200	10292
968	B	32233	5976
969	B	32267	6125
970	P	32300	8959
971	B	32333	5606
972	B	32367	5463
973	I	32400	47718
974	B	32433	5561
975	B	32467	6611
976	P	32500	9718
977	B	32533	6123
978	B	32567	6635
979	P	32600	9927
980	B	32633	5586
981	B	32667	5702
982	P	32700	9736
983	B	32733	6527
984	B	32767	6134
985	I	32800	48604
986	B	32833	5575
987	B	32867	5449
988	P	32900	9263
989	B	32933	5489
990	B	32967	5188
991	P	33000	9341
992	B	33033	4331
993	B	33067	5067
994	P	33100	8508
995	B	33133	6580
996	B	33167	6124
997	I	33200	47583
998	B	33233	5044
999	B	33267	5746
1000	P	33300	9244
1001	B	33333	5111
1002	B	33367	5994
1003	P	33400	9471
1004	B	33433	5677
1005	B	33467	5560
1006	P	33500	9420
1007	B	33533	5779
1008	B	33567	6187
1009	I	33600	48458
1010	B	33633	5368
1011	B	33667	5610
1012	P	33700	7798
1013	B	33733	5693
1014	B	33767	6118
1015	P	33800	7889
1016	B	33833	4958
1017	B	33867	4904
1018	P	33900	8306
1019	B	33933	5953
1020	B	33967	5117
1021	I	34000	49062
1022	B	34033	5336
1023	B	34067	5259
1024	P	34100	8858
1025	B	34133	5782
1026	B	34167	5772
1027	P	34200	9533
1028	B	34233	6266
1029	B	34267	6661
1030	P	34300	10158
1031	B	34333	6347
1032	B	34367	6640
1033	I	34400	46423
1034	B	34433	6250
1035	B	34467	6714
1036	P	34500	10640
1037	B	34533	6311
1038	B	34567	6641
1039	P	34600	11640
1040	B	34633	5930
1041	B	34667	5881
1042	P	34700	9802
1043	B	34733	5924
1044	B	34767	5367
1045	I	34800	47103
1046	B	34833	5651
1047	B	34867	5706
1048	P	34900	9125
1049	B	34933	6109
1050	B	34967	6285
1051	P	35000	10053
1052	B	35033	5638
1053	B	35067	6222
1054	P	35100	8786
1055	B	35133	6174
1056	B	35167	5337
1057	I	35200	47255
1058	B	35233	5277
1059	B	35267	6537
1060	P	35300	8377
1061	B	35333	5403
1062	B	35367	5469
1063	P	35400	10910
1064	B	35433	5221
1065	B	35467	5825
1066	P	35500	7405
1067	B	35533	5794
1068	B	35567	5703
1069	I	35600	49062
1070	B	35633	5543
1071	B	35667	5576
1072	P	35700	9772
1073	B	35733	5440
1074	B	35767	4819
1075	P	35800	9074
1076	B	35833	5470
1077	B	35867	5103
1078	P	35900	7262
1079	B	35933	6088
1080	B	35967	6618
1081	I	36000	47292
1082	B	36033	5484
1083	B	36067	5695
1084	P	36100	9969
1085	B	36133	7089
1086	B	36167	7770
1087	P	36200	13327
1088	B	36233	11967
1089	B	36267	10739
1090	P	36300	17223
1091	B	36333	8254
1092	B	36367	7254
1093	I	36400	42124
1094	B	36433	6448
1095	B	36467	8001
1096	P	36500	12946
1097	B	36533	7079
1098	B	36567	7674
1099	P	36600	13752
1100	B	36633	6822
1101	B	36667	7288
1102	P	36700	11233
1103	B	36733	6636
1104	B	36767	6767
1105	I	36800	48711
1106	B	36833	6070
1107	B	36867	6973
1108	P	36900	10173
1109	B	36933	6175
1110	B	36967	6208
1111	P	37000	10839
1112	B	37033	5434
1113	B	37067	5738
1114	P	37100	9469
1115	B	37133	6732
1116	B	37167	5989
1117	I	37200	49312
1118	B	37233	5574
1119	B	37267	5900
1120	P	37300	9957
1121	B	37333	6356
1122	B	37367	5814
1123	P	37400	9673
1124	B	37433	5193
1125	B	37467	5273
1126	P	37500	9996
1127	B	37533	6228
1128	B	37567	5588
1129	I	37600	49656
1130	B	37633	5740
1131	B	37667	5747
1132	P	37700	10459
1133	B	37733	6289
1134	B	37767	6029
1135	P	37800	9667
1136	B	37833	5548
1137	B	37867	5799
1138	P	37900	8084
1139	B	37933	5716
1140	B	37967	5880
1141	I	38000	50132
1142	B	38033	5864
1143	B	38067	6126
1144	P	38100	10662
1145	B	38133	6177
1146	B	38167	6208
1147	P	38200	9972
1148	B	38233	5301
1149	B	38267	5637
1150	P	38300	8522
1151	B	38333	6096
1152	B	38367	5903
1153	I	38400	49470
1154	B	38433	5446
1155	B	38467	6176
1156	P	38500	10018
1157	B	38533	6023
1158	B	38567	6271
1159	P	38600	9675
1160	B	38633	5040
1161	B	38667	5914
1162	P	38700	9459
1163	B	38733	6163
1164	B	38767	6477
1165	I	38800	51523
1166	B	38833	4953
1167	B	38867	5425
1168	P	38900	8034
1169	B	38933	5440
1170	B	38967	5605
1171	P	39000	8564
1172	B	39033	4235
1173	B	39067	4849
1174	P	39100	7859
1175	B	39133	6596
1176	B	39167	6526
1177	I	39200	48834
1178	B	39233	6284
1179	B	39267	7178
1180	P	39300	11526
1181	B	39333	6597
1182	B	39367	6423
1183	P	39400	11994
1184	B	39433	5558
1185	B	39467	5611
1186	P	39500	10195
1187	B	39533	6296
1188	B	39567	5947
1189	I	39600	48930
1190	B	39633	5932
1191	B	39667	6386
1192	P	39700	8744
1193	B	39733	6003
1194	B	39767	5976
1195	P	39800	9554
1196	B	39833	6213
1197	B	39867	6323
1198	P	39900	9445
1199	B	39933	6057
1200	B	39967	5739
1201	I	40000	48473
1202	B	40033	5227
1203	B	40067	6233
1204	P	40100	9900
1205	B	40133	6162
1206	B	40167	6349
1207	P	40200	9622
1208	B	40233	5612
1209	B	40267	5441
1210	P	40300	9394
1211	B	40333	6078
1212	B	40367	5826
1213	I	40400	49114
1214	B	40433	5094
1215	B	40467	5754
1216	P	40500	9477
1217	B	40533	5506
1218	B	40567	6717
1219	P	40600	9301
1220	B	40633	5237
1221	B	40667	5708
1222	P	40700	9607
1223	B	40733	6219
1224	B	40767	5959
1225	I	40800	49383
1226	B	40833	5462
1227	B	40867	5642
1228	P	40900	10360
1229	B	40933	7217
1230	B	40967	7087
1231	P	41000	10669
1232	B	41033	5680
1233	B	41067	5900
1234	P	41100	10162
1235	B	41133	6366
1236	B	41167	6996
1237	I	41200	49499
1238	B	41233	6028
1239	B	41267	5903
1240	P	41300	9405
1241	B	41333	6239
1242	B	41367	6884
1243	P	41400	9411
1244	B	41433	4883
1245	B	41467	5064
1246	P	41500	9661
1247	B	41533	5503
1248	B	41567	5376
1249	I	41600	50609
1250	B	41633	5742
1251	B	41667	6151
1252	P	41700	9083
1253	B	41733	5809
1254	B	41767	5223
1255	P	41800	9576
1256	B	41833	4830
1257	B	41867	5124
1258	P	41900	8040
1259	B	41933	6336
1260	B	41967	5796
1261	I	42000	49218
1262	B	42033	5858
1263	B	42067	6141
1264	P	42100	9381
1265	B	42133	5808
1266	B	42167	6722
1267	P	42200	9214
1268	B	42233	7040
1269	B	42267	6540
1270	P	42300	10677
1271	B	42333	5989
1272	B	42367	6414
1273	I	42400	48387
1274	B	42433	5590
1275	B	42467	5895
1276	P	42500	10034
1277	B	42533	6540
1278	B	42567	6478
1279	P	42600	9724
1280	B	42633	5746
1281	B	42667	6083
1282	P	42700	10109
1283	B	42733	5998
1284	B	42767	6322
1285	I	42800	48654
1286	B	42833	5509
1287	B	42867	5873
1288	P	42900	9382
1289	B	42933	6816
1290	B	42967	6892
1291	P	43000	10222
1292	B	43033	6229
1293	B	43067	5847
1294	P	43100	9400
1295	B	43133	6569
1296	B	43167	6034
1297	I	43200	49858
1298	B	43233	6114
1299	B	43267	6616
1300	P	43300	9142
1301	B	43333	6034
1302	B	43367	6479
1303	P	43400	9771
1304	B	43433	5943
1305	B	43467	5820
1306	P	43500	10529
1307	B	43533	6473
1308	B	43567	5654
1309	I	43600	49511
1310	B	43633	5789
1311	B	43667	6130
1312	P	43700	10466
1313	B	43733	6171
1314	B	43767	6276
1315	P	43800	9306
1316	B	43833	5284
1317	B	43867	5721
1318	P	43900	8911
1319	B	43933	5891
1320	B	43967	6087
1321	I	44000	50489
1322	B	44033	5160
1323	B	44067	5334
1324	P	44100	9827
1325	B	44133	5480
1326	B	44167	5026
1327	P	44200	10373
1328	B	44233	4418
1329	B	44267	5193
1330	P	44300	9763
1331	B	44333	5115
1332	B	44367	5269
1333	I	44400	51889
1334	B	44433	5464
1335	B	44467	5750
1336	P	44500	8471
1337	B	44533	6173
1338	B	44567	6690
1339	P	44600	10473
1340	B	44633	6397
1341	B	44667	6726
1342	P	44700	11884
1343	B	44733	6815
1344	B	44767	7571
1345	I	44800	49128
1346	B	44833	5682
1347	B	44867	6433
1348	P	44900	10889
1349	B	44933	7317
1350	B	44967	6671
1351	P	45000	11718
1352	B	45033	5878
1353	B	45067	6393
1354	P	45100	9708
1355	B	45133	6725
1356	B	45167	6721
1357	I	45200	48553
1358	B	45233	5971
1359	B	45267	6399
1360	P	45300	10803
1361	B	45333	6140
1362	B	45367	6657
1363	P	45400	11268
1364	B	45433	5850
1365	B	45467	5777
1366	P	45500	9531
1367	B	45533	7151
1368	B	45567	6526
1369	I	45600	49307
1370	B	45633	5634
1371	B	45667	5934
1372	P	45700	9088
1373	B	45733	6932
1374	B	45767	6813
1375	P	45800	10256
1376	B	45833	5663
1377	B	45867	6048
1378	P	45900	9145
1379	B	45933	5843
1380	B	45967	6129
1381	I	46000	48719
1382	B	46033	5875
1383	B	46067	6019
1384	P	46100	12264
1385	B	46133	6613
1386	B	46167	6116
1387	P	46200	10578
1388	B	46233	6492
1389	B	46267	39129
1390	P	46300	41172
1391	B	46333	6907
1392	B	46367	7895
1393	I	46400	36750
1394	B	46433	6664
1395	B	46467	6996
1396	P	46500	11705
1397	B	46533	8099
1398	B	46567	8496
